1000,2632200,11735,6
6,27900,13,1
1000,1696700,13229,6
6,129200,11,1
1000,1143700,11517,6
6,62700,10,1
1000,2326700,10965,7
6,53600,9,2
1000,5933300,10781,6
6,45100,9,1
1000,4135800,12191,6
6,30400,10,1
1000,2064600,11175,6
6,32500,11,1
